grupo,tempo_em_dias,n_risco,n_evento,n_censura,survival_prob,hazard_step,tempo_anos,n_inicial,tempo_max_dias
GERAL,4219,17161845,1589,3968,0.5436035819190145,9.258911265076687e-05,11.550992470910336,67175202,49086
GERAL,4220,17156288,1906,3800,0.5435431895761523,0.00011109629309090638,11.553730321697467,67175202,49086
GERAL,4221,17150582,2129,1,0.5434757164460505,0.00012413572903823323,11.5564681724846,67175202,49086
GERAL,4222,17148452,1707,6,0.5434216175076756,9.954251264195742e-05,11.55920602327173,67175202,49086
GERAL,4223,17146739,1322,3010,0.5433797201312506,7.709920819346465e-05,11.561943874058864,67175202,49086
GERAL,4224,17142407,1130,3580,0.5433439014108253,6.591839757392296e-05,11.564681724845997,67175202,49086
GERAL,4225,17137697,1208,3626,0.5433056022488724,7.048788410718196e-05,11.567419575633128,67175202,49086
GERAL,4226,17132863,1571,3681,0.5432557837742173,9.169512415992587e-05,11.570157426420261,67175202,49086
GERAL,4227,17127611,1931,3796,0.5431945360661472,0.00011274193464576,11.572895277207392,67175202,49086
GERAL,4228,17121884,2114,280,0.543127469074615,0.00012346772119236412,11.575633127994525,67175202,49086
GERAL,4229,17119490,1575,374,0.5430775011279184,9.2000404217649e-05,11.578370978781656,67175202,49086
GERAL,4230,17117541,1454,2840,0.5430313709806829,8.49421070468007e-05,11.58110882956879,67175202,49086
GERAL,4231,17113247,1309,3724,0.5429898342656099,7.649045210415066e-05,11.58384668035592,67175202,49086
GERAL,4232,17108214,1279,3790,0.5429492406654816,7.475941088882803e-05,11.586584531143053,67175202,49086
GERAL,4233,17103145,1574,3779,0.542899273124143,9.202985766652859e-05,11.589322381930184,67175202,49086
GERAL,4234,17097792,1534,2966,0.5428505646426635,8.971918713246717e-05,11.592060232717317,67175202,49086
GERAL,4235,17093292,2216,275,0.5427801886816579,0.00012964149913311022,11.594798083504449,67175202,49086
GERAL,4236,17090801,1638,376,0.5427281680684016,9.584103167546097e-05,11.597535934291582,67175202,49086
GERAL,4237,17088787,1324,3011,0.5426861187354372,7.747770511739658e-05,11.600273785078713,67175202,49086
GERAL,4238,17084452,1192,3578,0.5426482549600271,6.977104094412861e-05,11.603011635865846,67175202,49086
GERAL,4239,17079682,1276,3643,0.5426077144409864,7.470865089876966e-05,11.605749486652977,67175202,49086
GERAL,4240,17074763,1550,3570,0.5425584580057795,9.077724826985886e-05,11.60848733744011,67175202,49086
GERAL,4241,17069643,1895,3579,0.5424982254468489,0.00011101579570234714,11.611225188227241,67175202,49086
GERAL,4242,17064169,2211,308,0.5424279340909403,0.00012956974347827895,11.613963039014374,67175202,49086
GERAL,4243,17061650,1833,362,0.5423696589297929,0.00010743392344820108,11.616700889801505,67175202,49086
GERAL,4244,17059455,1407,3293,0.5423249263102506,8.2476257301303e-05,11.619438740588638,67175202,49086
GERAL,4245,17054755,1148,3334,0.5422884210062809,6.731260578061661e-05,11.62217659137577,67175202,49086
GERAL,4246,17050273,1213,3420,0.542249841221976,7.114255589925159e-05,11.624914442162902,67175202,49086
GERAL,4247,17045640,1646,3583,0.5421974792550066,9.65642827139374e-05,11.627652292950033,67175202,49086
GERAL,4248,17040411,1880,3609,0.5421376607881281,0.00011032597746615383,11.630390143737166,67175202,49086
GERAL,4249,17034922,2171,120,0.5420685685515114,0.00012744408222121591,11.633127994524298,67175202,49086
GERAL,4250,17032631,1677,10,0.5420151975256575,9.845807145120446e-05,11.63586584531143,67175202,49086
GERAL,4251,17030944,1334,3084,0.5419727425523161,7.832801282183771e-05,11.638603696098563,67175202,49086
GERAL,4252,17026526,1052,3605,0.5419392562542207,6.178594506007861e-05,11.641341546885695,67175202,49086
GERAL,4253,17021869,1058,3716,0.5419055718372441,6.21553367611982e-05,11.644079397672828,67175202,49086
GERAL,4254,17017095,1670,3600,0.5418523910619726,9.813660909808636e-05,11.646817248459959,67175202,49086
GERAL,4255,17011825,1895,3384,0.5417920324419502,0.00011139310450230942,11.649555099247092,67175202,49086
GERAL,4256,17006546,2074,278,0.5417259592560555,0.00012195304090554308,11.652292950034223,67175202,49086
GERAL,4257,17004194,1574,337,0.5416758141765611,9.256539886571513e-05,11.655030800821356,67175202,49086
GERAL,4258,17002283,1235,3118,0.5416364683057443,7.26373040608723e-05,11.657768651608487,67175202,49086
GERAL,4259,16997930,1094,3422,0.5416016081612252,6.436077804767993e-05,11.66050650239562,67175202,49086
GERAL,4260,16993414,1234,3474,0.5415622790196841,7.261636772928619e-05,11.663244353182751,67175202,49086
GERAL,4261,16988706,1545,3652,0.5415130278453401,9.09427710385947e-05,11.665982203969884,67175202,49086
GERAL,4262,16983509,1730,3459,0.541457867422475,0.00010186351948822826,11.668720054757015,67175202,49086
GERAL,4263,16978320,2100,291,0.5413908960424099,0.00012368714925858388,11.671457905544148,67175202,49086
GERAL,4264,16975929,1682,343,0.5413372542365833,9.908147000379184e-05,11.67419575633128,67175202,49086
GERAL,4265,16973904,1298,3075,0.5412958579993948,7.647032762763358e-05,11.676933607118412,67175202,49086
GERAL,4266,16969531,1195,3498,0.5412577397655846,7.042033159313596e-05,11.679671457905544,67175202,49086
GERAL,4267,16964838,1181,2336,0.5412200603376606,6.961457574779081e-05,11.682409308692677,67175202,49086
GERAL,4268,16961321,1526,2131,0.5411713670895301,8.996940745358218e-05,11.685147159479808,67175202,49086
GERAL,4269,16957664,1879,3439,0.5411114024034294,0.00011080535620944017,11.68788501026694,67175202,49086
GERAL,4270,16952346,2122,253,0.5410436690999739,0.00012517441538769915,11.690622861054072,67175202,49086
GERAL,4271,16949971,1669,270,0.5409903945614082,9.84662451634873e-05,11.693360711841205,67175202,49086
GERAL,4272,16948032,912,1816,0.5409612830256358,5.381155758969537e-05,11.696098562628336,67175202,49086
GERAL,4273,16945304,1226,3422,0.5409221442451814,7.235042817762372e-05,11.698836413415469,67175202,49086
GERAL,4274,16940656,1308,3342,0.5408803792648481,7.721070541778311e-05,11.7015742642026,67175202,49086
GERAL,4275,16936006,1612,3624,0.5408288972819429,9.518182740369837e-05,11.704312114989733,67175202,49086
GERAL,4276,16930770,1910,3469,0.5407678851015277,0.0001128123528935778,11.707049965776864,67175202,49086
GERAL,4277,16925391,2068,252,0.5407018123008231,0.0001221832925455016,11.709787816563997,67175202,49086
GERAL,4278,16923071,1696,231,0.5406476241293227,0.00010021821689455773,11.71252566735113,67175202,49086
GERAL,4279,16921144,1321,3146,0.5406054168464419,7.8068007694988e-05,11.715263518138261,67175202,49086
GERAL,4280,16916677,1175,3403,0.5405678674290951,6.945808565121862e-05,11.718001368925394,67175202,49086
GERAL,4281,16912099,1243,3359,0.5405281369462489,7.349767760938485e-05,11.720739219712526,67175202,49086
GERAL,4282,16907497,1589,3258,0.5404773370431286,9.39819773441332e-05,11.723477070499658,67175202,49086
GERAL,4283,16902650,1886,2018,0.5404170305079011,0.00011158013684244779,11.72621492128679,67175202,49086
GERAL,4284,16898746,2029,315,0.5403521436722211,0.00012006808079132025,11.728952772073923,67175202,49086
GERAL,4285,16896402,1578,379,0.5403016787458589,9.339266430805801e-05,11.731690622861054,67175202,49086
GERAL,4286,16894445,1229,1939,0.5402623740653454,7.274580490806298e-05,11.734428473648187,67175202,49086
GERAL,4287,16891277,1170,611,0.5402249519700439,6.926652141220584e-05,11.737166324435318,67175202,49086
GERAL,4288,16889496,1188,2750,0.5401869527755777,7.033957674047823e-05,11.739904175222451,67175202,49086
GERAL,4289,16885558,1480,2154,0.5401396060020741,8.764886537951544e-05,11.742642026009582,67175202,49086
GERAL,4290,16881924,1876,3386,0.5400795831100826,0.00011112477464061561,11.745379876796715,67175202,49086
GERAL,4291,16876662,2069,317,0.5400133718736749,0.00012259533312926454,11.748117727583846,67175202,49086
GERAL,4292,16874276,1779,345,0.539956440021395,0.00010542674542007017,11.75085557837098,67175202,49086
GERAL,4293,16872152,1272,2657,0.5399157324346149,7.53905014606317e-05,11.75359342915811,67175202,49086
GERAL,4294,16868223,1157,1753,0.539878699339758,6.859050891134176e-05,11.756331279945243,67175202,49086
GERAL,4295,16865313,1152,3482,0.539841822451577,6.830587727603988e-05,11.759069130732374,67175202,49086
GERAL,4296,16860679,1157,3752,0.539804777858736,6.862119847012092e-05,11.761806981519507,67175202,49086
GERAL,4297,16855770,1585,3654,0.5397540183518784,9.40330818467504e-05,11.764544832306639,67175202,49086
GERAL,4298,16850531,2052,319,0.539688288954647,0.0001217765778419683,11.767282683093772,67175202,49086
GERAL,4299,16848160,1559,389,0.5396383503238126,9.25323596167178e-05,11.770020533880903,67175202,49086
GERAL,4300,16846212,1323,3144,0.5395959703788447,7.85339754717559e-05,11.772758384668036,67175202,49086
GERAL,4301,16841745,1072,3518,0.5395616243606473,6.365136154240549e-05,11.775496235455167,67175202,49086
GERAL,4302,16837155,1004,3707,0.5395294502866509,5.963002656921553e-05,11.7782340862423,67175202,49086
GERAL,4303,16832444,1603,4079,0.5394780694111934,9.523275407896797e-05,11.780971937029431,67175202,49086
GERAL,4304,16826762,1923,4273,0.5394164166506993,0.00011428223683201795,11.783709787816564,67175202,49086
GERAL,4305,16820566,1980,21,0.5393529203031348,0.00011771304247431389,11.786447638603697,67175202,49086
GERAL,4306,16818565,1653,5,0.5392999104073879,9.828424719944894e-05,11.789185489390828,67175202,49086
GERAL,4307,16816907,1328,2928,0.5392573228922747,7.896814794777661e-05,11.791923340177961,67175202,49086
GERAL,4308,16812651,1131,3409,0.5392210466362464,6.72707712781286e-05,11.794661190965092,67175202,49086
GERAL,4309,16808111,1275,3550,0.5391801433583907,7.585623393372402e-05,11.797399041752225,67175202,49086
GERAL,4310,16803286,1489,3591,0.539132364654067,8.861361997885413e-05,11.800136892539356,67175202,49086
GERAL,4311,16798206,1672,3714,0.5390787024169387,9.953443837990795e-05,11.80287474332649,67175202,49086
GERAL,4312,16792820,1728,255,0.5390232306142411,0.00010290112083616689,11.80561259411362,67175202,49086
GERAL,4313,16790837,1581,299,0.5389724769962052,9.415849847151754e-05,11.808350444900753,67175202,49086
GERAL,4314,16788957,1365,3038,0.5389286566784154,8.130344249496857e-05,11.811088295687885,67175202,49086
GERAL,4315,16784554,921,3517,0.5388990846508952,5.4871878037390804e-05,11.813826146475018,67175202,49086
GERAL,4316,16780116,1056,3789,0.5388651708547456,6.293162693273396e-05,11.816563997262149,67175202,49086
GERAL,4317,16775271,1535,2857,0.5388158626774135,9.150373785317685e-05,11.819301848049282,67175202,49086
GERAL,4318,16770879,1834,2616,0.5387569398092592,0.00010935622396417028,11.822039698836413,67175202,49086
GERAL,4319,16766429,2081,323,0.5386900708777924,0.00012411706750435647,11.824777549623546,67175202,49086
GERAL,4320,16764025,1528,325,0.5386409705914172,9.114756151938451e-05,11.827515400410677,67175202,49086
GERAL,4321,16762172,1341,3405,0.5385978784705654,8.000156542958753e-05,11.83025325119781,67175202,49086
GERAL,4322,16757426,1145,3586,0.5385610771998423,6.832791623248105e-05,11.832991101984941,67175202,49086
GERAL,4323,16752695,1392,3727,0.5385163275628757,8.309110862461234e-05,11.835728952772074,67175202,49086
GERAL,4324,16747576,1509,3697,0.5384678058461633,9.010259156310143e-05,11.838466803559205,67175202,49086
GERAL,4325,16742370,1785,3554,0.5384103967079448,0.00010661573003105295,11.841204654346338,67175202,49086
GERAL,4326,16737031,1904,162,0.5383491472906896,0.0001137597223784792,11.84394250513347,67175202,49086
GERAL,4327,16734965,1519,293,0.5383002823928703,9.076804164215462e-05,11.846680355920602,67175202,49086
GERAL,4328,16733153,1307,2997,0.5382582366129096,7.810841148706403e-05,11.849418206707734,67175202,49086
GERAL,4329,16728849,1206,3399,0.5382194330207822,7.209103268252346e-05,11.852156057494867,67175202,49086
GERAL,4330,16724244,1172,3624,0.5381817157299139,7.00779060625999e-05,11.854893908282,67175202,49086
GERAL,4331,16719448,1447,4120,0.5381351382984902,8.6545919458585e-05,11.85763175906913,67175202,49086
GERAL,4332,16713881,1783,2812,0.53807773122759,0.00010667779673673637,11.860369609856264,67175202,49086
GERAL,4333,16709286,1988,279,0.5380137130206073,0.00011897575994569726,11.863107460643395,67175202,49086
GERAL,4334,16707019,1500,313,0.5379654087378666,8.978262369845871e-05,11.865845311430528,67175202,49086
GERAL,4335,16705206,1290,1918,0.5379238662763566,7.722143623969678e-05,11.868583162217659,67175202,49086
GERAL,4336,16701998,1145,513,0.5378869890819702,6.855467232123965e-05,11.871321013004792,67175202,49086
GERAL,4337,16700340,1167,2992,0.5378494021755803,6.987881683845958e-05,11.874058863791923,67175202,49086
GERAL,4338,16696181,1478,3349,0.5378017900050837,8.852323773921713e-05,11.876796714579056,67175202,49086
GERAL,4339,16691354,1583,3388,0.5377507851415131,9.483951990952921e-05,11.879534565366187,67175202,49086
GERAL,4340,16686383,1797,315,0.537692873360338,0.00010769260180591563,11.88227241615332,67175202,49086
GERAL,4341,16684271,1143,418,0.537656037291549,6.850763812215708e-05,11.885010266940451,67175202,49086
GERAL,4342,16682710,997,3278,0.5376239056373285,5.976247264383305e-05,11.887748117727584,67175202,49086
GERAL,4343,16678435,1115,3411,0.5375879639764481,6.685279524128014e-05,11.890485968514716,67175202,49086
GERAL,4344,16673909,1233,3215,0.5375482104933517,7.394786669400678e-05,11.893223819301848,67175202,49086
GERAL,4345,16669461,1431,3170,0.5375020643408626,8.584560712550933e-05,11.89596167008898,67175202,49086
GERAL,4346,16664860,1823,422,0.5374432659913239,0.0001093918580774156,11.898699520876113,67175202,49086
GERAL,4347,16662615,1959,138,0.5373800795492152,0.00011756858092202214,11.901437371663244,67175202,49086
GERAL,4348,16660518,1454,193,0.5373331812093397,8.727219645871755e-05,11.904175222450377,67175202,49086
GERAL,4349,16658871,1278,231,0.5372919592198312,7.671588308715519e-05,11.906913073237508,67175202,49086
GERAL,4350,16657362,1084,1946,0.5372569942305493,6.507633081396682e-05,11.90965092402464,67175202,49086
GERAL,4351,16654332,1356,3446,0.5372132506277332,8.14202575041737e-05,11.912388774811772,67175202,49086
GERAL,4352,16649530,1517,3191,0.5371643031498643,9.111368308895205e-05,11.915126625598905,67175202,49086
GERAL,4353,16644822,1650,3446,0.5371110540913765,9.912992761352449e-05,11.917864476386036,67175202,49086
GERAL,4354,16639726,1958,282,0.5370478521225514,0.00011767020682912687,11.92060232717317,67175202,49086
GERAL,4355,16637486,1515,322,0.5369989488509894,9.105943049328487e-05,11.9233401779603,67175202,49086
GERAL,4356,16635649,1246,3059,0.5369587279560746,7.489939226296491e-05,11.926078028747433,67175202,49086
GERAL,4357,16631344,1078,3543,0.5369239237028082,6.48173713441319e-05,11.928815879534566,67175202,49086
GERAL,4358,16626723,1103,3767,0.5368883047123526,6.633898934865277e-05,11.931553730321697,67175202,49086
GERAL,4359,16621853,1360,3518,0.5368443765116635,8.181999925038442e-05,11.93429158110883,67175202,49086
GERAL,4360,16616975,1519,3570,0.5367953022001284,9.141254650741185e-05,11.937029431895962,67175202,49086
GERAL,4361,16611886,1665,341,0.5367414995086,0.00010022943812641142,11.939767282683095,67175202,49086
GERAL,4362,16609880,1530,610,0.5366920581824586,9.211385031077889e-05,11.942505133470226,67175202,49086
GERAL,4363,16607740,1239,3701,0.5366520189320797,7.46037690859804e-05,11.945242984257359,67175202,49086
GERAL,4364,16602800,1163,4081,0.5366144273030763,7.004842556677188e-05,11.94798083504449,67175202,49086
GERAL,4365,16597556,1099,4172,0.5365788956106027,6.621456797615263e-05,11.950718685831623,67175202,49086
GERAL,4366,16592285,1427,4209,0.5365327477723733,8.600382647718503e-05,11.953456536618754,67175202,49086
GERAL,4367,16586649,1744,3564,0.5364763341404145,0.00010514480652481402,11.956194387405887,67175202,49086
GERAL,4368,16581341,2018,326,0.5364110433269456,0.00012170306370274877,11.958932238193018,67175202,49086
GERAL,4369,16578997,1503,327,0.5363624139799398,9.065687146212766e-05,11.961670088980151,67175202,49086
GERAL,4370,16577167,1201,3237,0.5363235550326184,7.244904994924645e-05,11.964407939767282,67175202,49086
GERAL,4371,16572729,1183,3734,0.5362852710079654,7.138232936772212e-05,11.967145790554415,67175202,49086
GERAL,4372,16567812,1117,3656,0.5362491147160111,6.741988622275531e-05,11.969883641341546,67175202,49086
GERAL,4373,16563039,1457,3703,0.5362019425177121,8.796694857749233e-05,11.97262149212868,67175202,49086
GERAL,4374,16557879,1551,3524,0.5361517157215842,9.367141769788268e-05,11.97535934291581,67175202,49086
GERAL,4375,16552804,1838,297,0.5360921821915855,0.00011103858899072326,11.978097193702943,67175202,49086
GERAL,4376,16550669,1353,372,0.5360483572125164,8.174896132597419e-05,11.980835044490075,67175202,49086
GERAL,4377,16548944,982,3280,0.5360165485673979,5.933913366315096e-05,11.983572895277208,67175202,49086
GERAL,4378,16544682,1102,3430,0.5359808458421039,6.660750566254461e-05,11.986310746064339,67175202,49086
GERAL,4379,16540150,1130,3360,0.5359442283775827,6.831860654226232e-05,11.989048596851472,67175202,49086
GERAL,4380,16535660,1293,3582,0.5359023204109644,7.819464115735326e-05,11.991786447638603,67175202,49086
GERAL,4381,16530785,1721,3613,0.5358465282696095,0.00010410878854210493,11.994524298425736,67175202,49086
GERAL,4382,16525451,1785,272,0.5357886486962798,0.00010801520636259791,11.997262149212867,67175202,49086
GERAL,4383,16523394,1347,338,0.5357449707866571,8.152078198946294e-05,12.0,67175202,49086
GERAL,4384,16521709,1125,3212,0.5357084907171838,6.809222944188159e-05,12.002737850787133,67175202,49086
GERAL,4385,16517372,1056,3555,0.5356742414330848,6.39326885657113e-05,12.005475701574264,67175202,49086
GERAL,4386,16512761,1073,3437,0.5356394332952418,6.498004785511035e-05,12.008213552361397,67175202,49086
GERAL,4387,16508251,1323,3432,0.5355965062177307,8.014174245351612e-05,12.010951403148528,67175202,49086
GERAL,4388,16503496,1535,3546,0.5355466900674408,9.301059605795039e-05,12.013689253935661,67175202,49086
GERAL,4389,16498415,1487,288,0.5354984213138587,9.01298700511534e-05,12.016427104722792,67175202,49086
GERAL,4390,16496640,1271,347,0.5354571633065621,7.704599239602731e-05,12.019164955509925,67175202,49086
GERAL,4391,16495022,1242,2984,0.5354168458218794,7.529544367991749e-05,12.021902806297057,67175202,49086
GERAL,4392,16490796,1026,3015,0.5353835340470073,6.221652368994196e-05,12.02464065708419,67175202,49086
GERAL,4393,16486755,1043,1399,0.535349664129852,6.326290407057058e-05,12.02737850787132,67175202,49086
GERAL,4394,16484313,1297,274,0.5353075423553882,7.868086464992505e-05,12.030116358658454,67175202,49086
GERAL,4395,16482742,1606,369,0.5352553845340122,9.743524469411704e-05,12.032854209445585,67175202,49086
GERAL,4396,16480767,1919,154,0.5351930600631353,0.00011643875555063669,12.035592060232718,67175202,49086
GERAL,4397,16478694,1470,253,0.5351453175783065,8.920609849299951e-05,12.038329911019849,67175202,49086
GERAL,4398,16476971,1278,2714,0.5351038102092722,7.756279961893481e-05,12.041067761806982,67175202,49086
GERAL,4399,16472979,1023,3431,0.5350705793529805,6.210170000216719e-05,12.043805612594113,67175202,49086
GERAL,4400,16468525,1004,3380,0.5350379588929411,6.096477978446764e-05,12.046543463381246,67175202,49086
GERAL,4401,16464141,1344,3786,0.5349942826989174,8.163195395374711e-05,12.049281314168377,67175202,49086
GERAL,4402,16459011,1640,3943,0.5349409750837985,9.964146691438508e-05,12.05201916495551,67175202,49086
GERAL,4403,16453428,1880,293,0.5348798517098027,0.00011426190335533725,12.054757015742641,67175202,49086
GERAL,4404,16451255,1491,370,0.5348313748088672,9.063138344156723e-05,12.057494866529774,67175202,49086
GERAL,4405,16449394,1228,2627,0.5347914479320311,7.465320606947587e-05,12.060232717316905,67175202,49086
GERAL,4406,16445539,981,3626,0.534759546854759,5.96514349575286e-05,12.062970568104038,67175202,49086
GERAL,4407,16440932,983,3733,0.5347275736895785,5.978979780465001e-05,12.06570841889117,67175202,49086
GERAL,4408,16436216,1374,3943,0.5346828726655564,8.359588362674231e-05,12.068446269678303,67175202,49086
GERAL,4409,16430899,1601,3873,0.5346307740385039,9.743836901437956e-05,12.071184120465434,67175202,49086
GERAL,4410,16425425,1847,3,0.534570656078716,0.00011244762312086293,12.073921971252567,67175202,49086
GERAL,4411,16423575,1559,19,0.534519912214921,9.49245216099418e-05,12.0766598220397,67175202,49086
GERAL,4412,16421997,1286,2907,0.534478054174933,7.830959900918263e-05,12.07939767282683,67175202,49086
GERAL,4413,16417804,1184,3624,0.5344395093113116,7.211683121567294e-05,12.082135523613964,67175202,49086
GERAL,4414,16412996,1111,3775,0.534403332960885,6.769026203381759e-05,12.084873374401095,67175202,49086
GERAL,4415,16408110,1437,4024,0.53435653064243,8.757864251275742e-05,12.087611225188228,67175202,49086
GERAL,4416,16402649,1670,2495,0.5343021262955363,0.00010181282303852262,12.09034907597536,67175202,49086
GERAL,4417,16398484,1815,291,0.534242989221693,0.00011068096294755052,12.093086926762492,67175202,49086
GERAL,4418,16396378,1461,320,0.534195385476082,8.910504502884722e-05,12.095824777549623,67175202,49086
GERAL,4419,16394597,1211,3061,0.5341559267073297,7.386579859206055e-05,12.098562628336756,67175202,49086
GERAL,4420,16390325,983,3406,0.5341238910231103,5.997440563259118e-05,12.101300479123887,67175202,49086
GERAL,4421,16385936,946,3498,0.5340930547498021,5.773243591333446e-05,12.10403832991102,67175202,49086
GERAL,4422,16381492,1336,3557,0.5340494965488064,8.155545294653259e-05,12.106776180698152,67175202,49086
GERAL,4423,16376599,1483,3652,0.5340011351397383,9.055604280229368e-05,12.109514031485284,67175202,49086
GERAL,4424,16371464,1924,271,0.5339383784929285,0.00011752156068632592,12.112251882272416,67175202,49086
GERAL,4425,16369269,1544,331,0.5338880157762798,9.432308797662254e-05,12.114989733059549,67175202,49086
GERAL,4426,16367394,1290,3280,0.5338459372669977,7.881523472826524e-05,12.11772758384668,67175202,49086
GERAL,4427,16362824,1033,3474,0.5338122350861763,6.313091187682518e-05,12.120465434633813,67175202,49086
GERAL,4428,16358317,987,3562,0.5337800268415243,6.033628031538941e-05,12.123203285420944,67175202,49086
GERAL,4429,16353768,919,3630,0.5337500310726796,5.6195000442711426e-05,12.125941136208077,67175202,49086
GERAL,4430,16349219,1472,3508,0.5337019749517273,9.003488178854293e-05,12.128678986995208,67175202,49086
GERAL,4431,16344239,1902,258,0.53363986737019,0.00011637127920119132,12.131416837782341,67175202,49086
GERAL,4432,16342079,1469,331,0.5335918981390311,8.989064365678321e-05,12.134154688569472,67175202,49086
GERAL,4433,16340279,1176,3032,0.5335534958527414,7.196939538180468e-05,12.136892539356605,67175202,49086
GERAL,4434,16336071,1036,3440,0.5335196589881915,6.341794180497868e-05,12.139630390143736,67175202,49086
GERAL,4435,16331595,1008,3625,0.5334867296989053,6.172085457666566e-05,12.14236824093087,67175202,49086
GERAL,4436,16326962,1377,3637,0.5334417359501114,8.433902155220304e-05,12.145106091718,67175202,49086
GERAL,4437,16321948,1604,3140,0.533389313252498,9.827258364013904e-05,12.147843942505133,67175202,49086
GERAL,4438,16317204,1919,263,0.5333265835046729,0.00011760593297724292,12.150581793292266,67175202,49086
GERAL,4439,16315022,1505,344,0.5332773861141836,9.22462746296021e-05,12.153319644079398,67175202,49086
GERAL,4440,16313173,1234,3231,0.533237046672282,7.564438874031435e-05,12.15605749486653,67175202,49086
GERAL,4441,16308708,1052,2614,0.5332026499945625,6.450541637019928e-05,12.158795345653662,67175202,49086
GERAL,4442,16305042,1023,3236,0.533169196151822,6.27413287251882e-05,12.161533196440795,67175202,49086
GERAL,4443,16300783,1535,3346,0.5331189890718251,9.416725564655392e-05,12.164271047227926,67175202,49086
GERAL,4444,16295902,1605,3199,0.5330664816391306,9.849101939861936e-05,12.167008898015059,67175202,49086
GERAL,4445,16291098,1913,199,0.5330038857245166,0.00011742609368625737,12.16974674880219,67175202,49086
GERAL,4446,16288986,1544,289,0.5329533633654479,9.47879751385384e-05,12.172484599589323,67175202,49086
GERAL,4447,16287153,970,2713,0.5329216227191567,5.955614219378918e-05,12.175222450376454,67175202,49086
GERAL,4448,16283470,971,3019,0.5328898440567671,5.963102459119586e-05,12.177960301163587,67175202,49086
GERAL,4449,16279480,1031,2900,0.532856095470865,6.333126119507503e-05,12.180698151950718,67175202,49086
GERAL,4450,16275549,1489,2826,0.5328073461029539,9.148692925811596e-05,12.183436002737851,67175202,49086
GERAL,4451,16271234,1726,2659,0.5327508276188995,0.00010607677327976477,12.186173853524982,67175202,49086
GERAL,4452,16266849,1908,227,0.5326883392673387,0.0001172937672194535,12.188911704312115,67175202,49086
GERAL,4453,16264714,1519,313,0.5326385902470149,9.339235845155346e-05,12.191649555099247,67175202,49086
GERAL,4454,16262882,1254,1715,0.5325975194950922,7.710810420932773e-05,12.19438740588638,67175202,49086
GERAL,4455,16259913,1055,1736,0.5325629627060695,6.488349599410525e-05,12.19712525667351,67175202,49086
GERAL,4456,16257122,1090,206,0.532527255670756,6.704753768840512e-05,12.199863107460644,67175202,49086
GERAL,4457,16255826,1387,159,0.5324818187115011,8.532325579764448e-05,12.202600958247775,67175202,49086
GERAL,4458,16254280,1688,994,0.5324265207032236,0.00010384957069768701,12.205338809034908,67175202,49086
GERAL,4459,16251598,1846,96,0.5323660429977563,0.00011358882984922467,12.208076659822039,67175202,49086
GERAL,4460,16249656,1566,159,0.5323147382056219,9.637127087490344e-05,12.210814510609172,67175202,49086
GERAL,4461,16247931,1174,1650,0.5322762756159757,7.225535362010093e-05,12.213552361396303,67175202,49086
GERAL,4462,16245107,1115,1472,0.5322397422741324,6.863605145844838e-05,12.216290212183436,67175202,49086
GERAL,4463,16242520,1025,76,0.5322061547682632,6.310597124091582e-05,12.219028062970569,67175202,49086
GERAL,4464,16241419,1294,199,0.5321637523917054,7.967284139396933e-05,12.2217659137577,67175202,49086
GERAL,4465,16239926,1799,1127,0.5321048012246525,0.00011077636683812475,12.224503764544833,67175202,49086
GERAL,4466,16237000,1739,128,0.5320478122335008,0.00010710106546775882,12.227241615331964,67175202,49086
GERAL,4467,16235133,1464,136,0.5319998349242229,9.017480793043087e-05,12.229979466119097,67175202,49086
GERAL,4468,16233533,1183,1977,0.5319610660496522,7.287384699313452e-05,12.232717316906228,67175202,49086
GERAL,4469,16230373,820,2320,0.531934190014569,5.0522560387244334e-05,12.235455167693361,67175202,49086
GERAL,4470,16227233,1047,2502,0.531899869000201,6.452116636274342e-05,12.238193018480493,67175202,49086
GERAL,4471,16223684,1283,2575,0.5318578053399419,7.908191505702403e-05,12.240930869267626,67175202,49086
GERAL,4472,16219826,1336,2577,0.5318139971000795,8.236833120158009e-05,12.243668720054757,67175202,49086
GERAL,4473,16215913,2049,181,0.5317467984859738,0.00012635736267208636,12.24640657084189,67175202,49086
GERAL,4474,16213683,1672,198,0.5316919632799896,0.00010312277599111812,12.24914442162902,67175202,49086
GERAL,4475,16211813,1494,2274,0.5316429651948809,9.21550230069888e-05,12.251882272416154,67175202,49086
GERAL,4476,16208045,1078,2641,0.531607605525255,6.651018059241568e-05,12.254620123203285,67175202,49086
GERAL,4477,16204326,1046,2780,0.5315732899014284,6.455066381656355e-05,12.257357973990418,67175202,49086
GERAL,4478,16200500,1665,2811,0.5315186576661464,0.00010277460572204562,12.260095824777549,67175202,49086
GERAL,4479,16196024,1784,2864,0.5314601106248925,0.00011015049125637256,12.262833675564682,67175202,49086
GERAL,4480,16191376,2017,1,0.5313939053163919,0.00012457248846546457,12.265571526351813,67175202,49086
GERAL,4481,16189358,1682,8,0.5313386959283023,0.00010389541080010709,12.268309377138946,67175202,49086
GERAL,4482,16187668,1393,2378,0.5312929725539763,8.605316096178894e-05,12.271047227926077,67175202,49086
GERAL,4483,16183897,950,2793,0.5312617854842658,5.870032415554795e-05,12.27378507871321,67175202,49086
GERAL,4484,16180154,1029,2715,0.5312279991323396,6.3596428068608e-05,12.276522929500342,67175202,49086
